problem_hash,model_name,shot_strategy,planning,procedural,score_creative_alignment,score_instructional_precision,score_emergence,score_structural_coherence,score_programmatic_validation,score_tree_edit_distance,score_jaccard_similarity,param_nesting_complexity,param_component_complexity,param_max_sentences_for_desc
3ef549374afe1952ebe68d19e35f3837d0f7fd27539b30c287af4ed84e83e659,gpt-4.1-mini,zeroshot,0,0,4,3,4,3,Passed,,,,,2
8905776068e8fa396b98857509faab222fead6c78b2880c82d3ab6ff860526da,gpt-4.1-mini,zeroshot,1,0,4,4,3,5,Passed,,,,,2
9aa12dcb7885abb961cecbc232567ac9bb3ab471e1ecbdab94359c1d44a26e1d,gpt-4.1-mini,zeroshot,1,0,4,3,3,5,Passed,,,,,2
7725ca7d0f707d8ba98964ffde017246958cbe2ebad6fd6eaed305f6b3f31057,gpt-4.1-mini,zeroshot,1,0,4,4,3,5,Passed,,,,,2
167b0ab8924861fc4277f3866c11b2c5d04e754f2457deae1c7944dbbc5e4faa,gpt-4.1-mini,zeroshot,1,0,4,4,3,5,Passed,,,,,2
4ce25a2f982ab9db2c3a45537eda7b33abf7d9fe21ea10185c57cabae3341fef,gpt-4.1-mini,zeroshot,1,0,4,4,3,5,Passed,,,,,2
465299f61256d3912aad1a1f6497373a3684f9d39553de597ace19bb2b24f444,gpt-4.1-mini,zeroshot,1,0,4,3,3,5,Passed,,,,,2
902624ede91131d00395c40dca77d799cd15fd5c7ba379e37c01e84e45b44390,gpt-4.1-mini,zeroshot,1,0,4,3,3,5,Passed,,,,,2
bf6484ce49080f794bea72f44303d48b19d28a758b0a93dfe53ebdea23ea6dc5,gpt-4.1-mini,zeroshot,1,0,4,4,3,5,Passed,,,,,2
fdac6bf482e969d6fd7413923797320da40052d08b68dd2e35f37609eaea3bd7,gpt-4.1-mini,zeroshot,1,0,4,4,3,4,Passed,,,,,2
3ef549374afe1952ebe68d19e35f3837d0f7fd27539b30c287af4ed84e83e659,gpt-4.1-mini,zeroshot,1,0,4,3,4,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,claude-sonnet-4-20250514,fewshot,0,0,3,2,1,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,claude-sonnet-4-20250514,fewshot,0,0,3,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,claude-sonnet-4-20250514,fewshot,0,0,4,3,3,4,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,claude-sonnet-4-20250514,fewshot,0,0,3,3,3,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,claude-sonnet-4-20250514,fewshot,0,0,3,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,claude-sonnet-4-20250514,fewshot,0,0,3,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,claude-sonnet-4-20250514,fewshot,0,0,3,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,claude-sonnet-4-20250514,fewshot,0,0,3,3,4,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,claude-sonnet-4-20250514,fewshot,0,0,3,2,3,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,claude-sonnet-4-20250514,fewshot,0,0,3,2,2,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,claude-sonnet-4-20250514,fewshot,1,0,3,3,2,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,claude-sonnet-4-20250514,fewshot,1,0,4,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,claude-sonnet-4-20250514,fewshot,1,0,4,3,4,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,claude-sonnet-4-20250514,fewshot,1,0,3,3,4,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,claude-sonnet-4-20250514,fewshot,1,0,4,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,claude-sonnet-4-20250514,fewshot,1,0,3,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,claude-sonnet-4-20250514,fewshot,1,0,4,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,claude-sonnet-4-20250514,fewshot,1,0,3,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,claude-sonnet-4-20250514,fewshot,1,0,3,2,3,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,claude-sonnet-4-20250514,fewshot,1,0,3,2,1,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,claude-sonnet-4-20250514,oneshot,0,0,3,2,1,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,claude-sonnet-4-20250514,oneshot,0,0,4,4,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,claude-sonnet-4-20250514,oneshot,0,0,4,3,4,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,claude-sonnet-4-20250514,oneshot,0,0,4,3,4,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,claude-sonnet-4-20250514,oneshot,0,0,3,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,claude-sonnet-4-20250514,oneshot,0,0,3,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,claude-sonnet-4-20250514,oneshot,0,0,4,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,claude-sonnet-4-20250514,oneshot,0,0,3,2,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,claude-sonnet-4-20250514,oneshot,0,0,3,3,3,4,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,claude-sonnet-4-20250514,oneshot,0,0,3,2,2,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,claude-sonnet-4-20250514,oneshot,1,0,3,3,3,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,claude-sonnet-4-20250514,oneshot,1,0,3,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,claude-sonnet-4-20250514,oneshot,1,0,4,3,4,4,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,claude-sonnet-4-20250514,oneshot,1,0,3,3,4,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,claude-sonnet-4-20250514,oneshot,1,0,3,2,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,claude-sonnet-4-20250514,oneshot,1,0,3,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,claude-sonnet-4-20250514,oneshot,1,0,3,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,claude-sonnet-4-20250514,oneshot,1,0,3,3,4,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,claude-sonnet-4-20250514,oneshot,1,0,3,2,3,4,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,claude-sonnet-4-20250514,oneshot,1,0,3,2,2,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,claude-sonnet-4-20250514,zeroshot,0,0,3,2,3,4,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,claude-sonnet-4-20250514,zeroshot,0,0,4,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,claude-sonnet-4-20250514,zeroshot,0,0,4,3,4,4,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,claude-sonnet-4-20250514,zeroshot,0,0,4,3,3,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,claude-sonnet-4-20250514,zeroshot,0,0,3,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,claude-sonnet-4-20250514,zeroshot,0,0,3,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,claude-sonnet-4-20250514,zeroshot,0,0,3,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,claude-sonnet-4-20250514,zeroshot,0,0,4,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,claude-sonnet-4-20250514,zeroshot,0,0,3,2,3,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,claude-sonnet-4-20250514,zeroshot,0,0,3,2,2,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,claude-sonnet-4-20250514,zeroshot,1,0,3,3,3,4,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,claude-sonnet-4-20250514,zeroshot,1,0,4,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,claude-sonnet-4-20250514,zeroshot,1,0,4,3,3,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,claude-sonnet-4-20250514,zeroshot,1,0,4,3,4,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,claude-sonnet-4-20250514,zeroshot,1,0,4,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,claude-sonnet-4-20250514,zeroshot,1,0,3,2,2,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,claude-sonnet-4-20250514,zeroshot,1,0,4,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,claude-sonnet-4-20250514,zeroshot,1,0,4,3,4,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,claude-sonnet-4-20250514,zeroshot,1,0,3,2,3,4,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,claude-sonnet-4-20250514,zeroshot,1,0,3,2,3,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gemini-2.5-flash,fewshot,0,0,3,3,2,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gemini-2.5-flash,fewshot,0,0,3,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gemini-2.5-flash,fewshot,0,0,4,3,4,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gemini-2.5-flash,fewshot,0,0,3,3,4,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gemini-2.5-flash,fewshot,0,0,3,3,2,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gemini-2.5-flash,fewshot,0,0,3,3,3,4,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gemini-2.5-flash,fewshot,0,0,3,2,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gemini-2.5-flash,fewshot,0,0,3,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gemini-2.5-flash,fewshot,0,0,3,2,2,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gemini-2.5-flash,fewshot,0,0,4,3,3,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gemini-2.5-flash,fewshot,1,0,3,3,3,4,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gemini-2.5-flash,fewshot,1,0,3,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gemini-2.5-flash,fewshot,1,0,4,2,4,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gemini-2.5-flash,fewshot,1,0,3,3,3,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gemini-2.5-flash,fewshot,1,0,3,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gemini-2.5-flash,fewshot,1,0,3,2,3,3,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gemini-2.5-flash,fewshot,1,0,3,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gemini-2.5-flash,fewshot,1,0,4,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gemini-2.5-flash,fewshot,1,0,3,3,3,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gemini-2.5-flash,fewshot,1,0,4,3,3,4,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gemini-2.5-flash,oneshot,0,0,2,2,1,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gemini-2.5-flash,oneshot,0,0,3,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gemini-2.5-flash,oneshot,0,0,4,3,3,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gemini-2.5-flash,oneshot,0,0,3,3,4,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gemini-2.5-flash,oneshot,0,0,3,2,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gemini-2.5-flash,oneshot,0,0,2,2,1,4,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gemini-2.5-flash,oneshot,0,0,3,2,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gemini-2.5-flash,oneshot,0,0,4,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gemini-2.5-flash,oneshot,0,0,3,2,3,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gemini-2.5-flash,oneshot,0,0,3,2,3,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gemini-2.5-flash,oneshot,1,0,3,3,2,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gemini-2.5-flash,oneshot,1,0,3,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gemini-2.5-flash,oneshot,1,0,4,3,4,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gemini-2.5-flash,oneshot,1,0,4,3,3,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gemini-2.5-flash,oneshot,1,0,4,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gemini-2.5-flash,oneshot,1,0,3,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gemini-2.5-flash,oneshot,1,0,4,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gemini-2.5-flash,oneshot,1,0,3,3,3,4,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gemini-2.5-flash,oneshot,1,0,3,2,3,3,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gemini-2.5-flash,oneshot,1,0,3,3,3,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gemini-2.5-flash,zeroshot,0,0,2,2,1,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gemini-2.5-flash,zeroshot,0,0,4,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gemini-2.5-flash,zeroshot,0,0,4,3,3,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gemini-2.5-flash,zeroshot,0,0,3,3,3,4,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gemini-2.5-flash,zeroshot,0,0,3,2,1,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gemini-2.5-flash,zeroshot,0,0,3,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gemini-2.5-flash,zeroshot,0,0,3,3,4,4,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gemini-2.5-flash,zeroshot,0,0,4,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gemini-2.5-flash,zeroshot,0,0,3,2,3,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gemini-2.5-flash,zeroshot,0,0,3,2,3,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gemini-2.5-flash,zeroshot,1,0,3,3,3,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gemini-2.5-flash,zeroshot,1,0,4,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gemini-2.5-flash,zeroshot,1,0,4,3,4,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gemini-2.5-flash,zeroshot,1,0,3,3,3,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gemini-2.5-flash,zeroshot,1,0,4,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gemini-2.5-flash,zeroshot,1,0,4,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gemini-2.5-flash,zeroshot,1,0,4,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gemini-2.5-flash,zeroshot,1,0,4,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gemini-2.5-flash,zeroshot,1,0,3,2,3,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gemini-2.5-flash,zeroshot,1,0,3,2,2,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gpt-4.1-mini,fewshot,0,0,3,3,3,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gpt-4.1-mini,fewshot,0,0,3,2,3,4,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gpt-4.1-mini,fewshot,0,0,3,2,3,4,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gpt-4.1-mini,fewshot,0,0,3,3,3,4,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gpt-4.1-mini,fewshot,0,0,3,3,3,4,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gpt-4.1-mini,fewshot,0,0,2,2,1,4,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gpt-4.1-mini,fewshot,0,0,2,2,2,3,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gpt-4.1-mini,fewshot,0,0,3,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gpt-4.1-mini,fewshot,0,0,2,2,1,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gpt-4.1-mini,fewshot,0,0,3,2,1,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gpt-4.1-mini,fewshot,1,0,3,2,3,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gpt-4.1-mini,fewshot,1,0,3,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gpt-4.1-mini,fewshot,1,0,4,3,4,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gpt-4.1-mini,fewshot,1,0,4,3,4,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gpt-4.1-mini,fewshot,1,0,3,3,2,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gpt-4.1-mini,fewshot,1,0,4,4,3,3,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gpt-4.1-mini,fewshot,1,0,3,2,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gpt-4.1-mini,fewshot,1,0,4,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gpt-4.1-mini,fewshot,1,0,3,2,2,3,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gpt-4.1-mini,fewshot,1,0,3,3,3,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gpt-4.1-mini,oneshot,0,0,3,2,3,4,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gpt-4.1-mini,oneshot,0,0,3,3,2,4,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gpt-4.1-mini,oneshot,0,0,3,2,3,3,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gpt-4.1-mini,oneshot,0,0,3,3,4,4,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gpt-4.1-mini,oneshot,0,0,3,3,2,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gpt-4.1-mini,oneshot,0,0,3,2,3,3,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gpt-4.1-mini,oneshot,0,0,4,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gpt-4.1-mini,oneshot,0,0,3,3,2,4,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gpt-4.1-mini,oneshot,0,0,2,2,1,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gpt-4.1-mini,oneshot,0,0,3,2,1,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gpt-4.1-mini,oneshot,1,0,3,3,1,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gpt-4.1-mini,oneshot,1,0,4,3,3,4,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gpt-4.1-mini,oneshot,1,0,4,4,3,4,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gpt-4.1-mini,oneshot,1,0,4,3,3,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gpt-4.1-mini,oneshot,1,0,4,3,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gpt-4.1-mini,oneshot,1,0,4,4,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gpt-4.1-mini,oneshot,1,0,3,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gpt-4.1-mini,oneshot,1,0,4,3,3,5,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gpt-4.1-mini,oneshot,1,0,3,3,3,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gpt-4.1-mini,oneshot,1,0,3,2,3,4,Passed,,,,,2
