problem_hash,model_name,shot_strategy,planning,procedural,score_creative_alignment,score_instructional_precision,score_emergence,score_structural_coherence,score_programmatic_validation,score_tree_edit_distance,score_jaccard_similarity,param_nesting_complexity,param_component_complexity,description_style,description_detail
de8ab69689b477a7c6e75bac74c96bee49843e7b0ac162d1d09bf7cc87446c2d,gemma-3-4b-it,oneshot,0,0.0,3.0,3.0,2.0,5.0,Passed,,,,,technical,detailed
dff5c8d7cfaceadf48b912fff232b5b4227e6046e828343e4a37dac508309583,gemma-3-4b-it,oneshot,0,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
ec3b9084db5d1ea3eb91a06d79341dcac266ce3e30d49e0c77b0f50baaf4dcd2,gemma-3-4b-it,oneshot,0,0.0,2.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
f7e9a42363e9f186a0a9106a6bb41526d0c8b30a81e3baaa471238258ffdd64c,gemma-3-4b-it,oneshot,0,0.0,4.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
fb577d4fd584f32a5cfba3fde2da7c87ee69e157dc47a93d510bb7f87863c91d,gemma-3-4b-it,oneshot,0,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
fbcab8ce79daf2c1aefc1cc8dd847aae2f70caad120d2c7059ffd17153a53adb,gemma-3-4b-it,oneshot,0,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
fe648ec4916631486a80e42821c273293e270248b73fed6840e99058983a96a3,gemma-3-4b-it,oneshot,0,0.0,3.0,4.0,3.0,5.0,Passed,,,,,technical,detailed
06594e414b68e99653cef674cb64e0cd1acfe66f7a46e40a27f6e8fa451f58e9,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
113b594bd468ce14ec650e25e7975f15b62bee3436db2066fdcf7d074cac005d,gemma-3-4b-it,oneshot,1,0.0,4.0,4.0,3.0,5.0,Passed,,,,,technical,detailed
21ce6bf1820be7c557003415df5506c682903c3c03bf2f597b7518e1e1726cfb,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
27014aa5c1f7ac898e3a591d0f94a2666181c58b922c6bebdb84df0f69760f64,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
2ac1503c62ad7302498773d2ecc7e0cd5ae79ae7f8cf2e71c4c4827cfd573dd9,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
2c69029d895df62954cbe1c5a49f874e5d627223376786bb8e74150a08a8289c,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
3508d042936e0ec0b910de0ea26552c53604d10edf6d180d3694bcf8c360b9e7,gemma-3-4b-it,oneshot,1,0.0,4.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
3588f4847925bb487665de7e3163710d6dfc8a14ef5707989fa49cacf256e56d,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
378296504684ab35ed196490939ed5585840845b11ddeb9e0991cad561598524,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
38926326611a0a8d6655f54db6adb85d9b9060feedb11dec618d1ccb621f48f6,gemma-3-4b-it,oneshot,1,0.0,2.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
417a12451d7d1f095e37ede5c918cdc560f0fd632d1e9c9a4b25d8d912fe98fb,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,2.0,5.0,Passed,,,,,technical,detailed
50a2f973cd59cd45962d0a6c5a5da4eebc2695b2241317eaa4f8e683397b0cd9,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
59b8e320e55463c3d4ec29767a293e8c51057fe7d8feebceaa73f644f7daf4c9,gemma-3-4b-it,oneshot,1,0.0,1.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
60136dbd580fa0fcff3e7f02fc31265ffa4449f59e42d1d546704518e57985f4,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
6415fd1417bd587e545abe63c7c164ba81873d5797ae67a951f96307b33380f4,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
6cf3626c60d1937ec1b963aeef86afa56781e9e8ffa8c81dd3221139b610f266,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,2.0,4.0,Passed,,,,,technical,detailed
78f502a526e7e8f6d0652eb542c695ca21de9052ced0f05d5fe66d897d8eab9b,gemma-3-4b-it,oneshot,1,0.0,5.0,5.0,4.0,5.0,Passed,,,,,technical,detailed
7cc98f53464f1e2001401f9be353fef113c953f27c3c18017d7d7fac99dd00c3,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
7d36244214c90db1d080288172d2978a389290dc11160cc7da3203705d399fa6,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
812fe7a82e35f2646c7e8b10fbde20c5c3fa9611ff3e5538b2c50d91699644c1,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,3.0,5.0,Passed,,,,,technical,detailed
860008c6803f8a3c6e98ae6d5080376fd2437e5fdd345b32a0b0b6d7342f92a4,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
8f1007f09923e4bf722a8ce7cb3486810217c18180585ffc400d1f10fb66a77a,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,3.0,Passed,,,,,technical,detailed
93b431dc781a4a7ef6ddf9b51d36a46a4b6ae9942065400ba55206f216af350d,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,1.0,5.0,Passed,,,,,technical,detailed
93fcfb4264f18be0fc5518deea33d3e3c9761b60b72364e4af4ec7fbed7d73a4,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
9ab05ea7fef8b1fe568e9012c5012d4144089b4ced4ed5e342881338c6416bf2,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
9b4222546ca9ccbc446b3e872eca4c477a4337ceef2e36aed6c6ed78f46eeaf5,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
9ce6d675f3783bce8898c16f6e2c52d9a574de2e444f8052cecb4889278a9f91,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
9d462d2c8651492b2429575fe6fd022c6c36a177a831807e9f8e1cc3b1f464e7,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,1.0,5.0,Passed,,,,,technical,detailed
a77ab920835ea2eaa0b3857f579a3ac4cab37ef77742407c4791a3c4e97a56bc,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,2.0,5.0,Passed,,,,,technical,detailed
a84efd5d2686470f6d9fa99e734ce6da94cf88eedb352ec74cb36e42dec9435f,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,1.0,5.0,Passed,,,,,technical,detailed
abbf440e4b11ab98ffa6ba7f5e3b7c702d50d131ef29084ebfba8a518657f45b,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,2.0,5.0,Passed,,,,,technical,detailed
ae0fdf6a06352724b6cca205c60a695c124dcf1444a4ebb9e41726cc2dee7547,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
b65ccda65fc4857103ef9c9e9cc2e67cb5691fa153e55089a809290fdbde0a73,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
bfb63e609f42b859d15983737b57558186c577f13b5b8aa84b2fc9a18cd552be,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
cdbc7936f2b78685cf140c39084dd8469b3f0cddc71cf1761760dbc9dc673ada,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
cea7ce62843f6b0e4d106e175b71dc3ffd35ddc64e71e7a0db02884a2ba238d2,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
d1745908bd4e0e693644ee4269845a5705378c85d01b85929648a73265e6a0f5,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
d23f5141e9f56121df349685aa516792d31b12251bfe808cc08df4a9d44ca919,gemma-3-4b-it,oneshot,1,0.0,3.0,5.0,3.0,5.0,Passed,,,,,technical,detailed
d3e87fedab745c481d3dd725cfe387cf6556e112ce3365d7dfa3a535f181ecbc,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
d44aaaba4019dd3d91cb73fc3472e0955953c10227926aa9d439782390a0f06a,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
d7031eaeda1366765175d862672d347b0c590c260baa7e764ee8454dc6ec1e91,gemma-3-4b-it,oneshot,1,0.0,1.0,1.0,1.0,4.0,Passed,,,,,technical,detailed
dc7df6c6faaacf4ef5ab5e4a068aa4424ca05c9bbfb620efc6b3c041386d9c72,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
ddb3ef3f3de3149d71dbf59a913d00a4f8923d5d8f3f139dbea38dfeeadc91ef,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
de8ab69689b477a7c6e75bac74c96bee49843e7b0ac162d1d09bf7cc87446c2d,gemma-3-4b-it,oneshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
dff5c8d7cfaceadf48b912fff232b5b4227e6046e828343e4a37dac508309583,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
ec3b9084db5d1ea3eb91a06d79341dcac266ce3e30d49e0c77b0f50baaf4dcd2,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
f7e9a42363e9f186a0a9106a6bb41526d0c8b30a81e3baaa471238258ffdd64c,gemma-3-4b-it,oneshot,1,0.0,4.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
fb577d4fd584f32a5cfba3fde2da7c87ee69e157dc47a93d510bb7f87863c91d,gemma-3-4b-it,oneshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
fbcab8ce79daf2c1aefc1cc8dd847aae2f70caad120d2c7059ffd17153a53adb,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
fe648ec4916631486a80e42821c273293e270248b73fed6840e99058983a96a3,gemma-3-4b-it,oneshot,1,0.0,3.0,3.0,1.0,5.0,Passed,,,,,technical,detailed
06594e414b68e99653cef674cb64e0cd1acfe66f7a46e40a27f6e8fa451f58e9,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,1.0,Failed,,,,,technical,detailed
113b594bd468ce14ec650e25e7975f15b62bee3436db2066fdcf7d074cac005d,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
21ce6bf1820be7c557003415df5506c682903c3c03bf2f597b7518e1e1726cfb,gemma-3-4b-it,zeroshot,0,0.0,2.0,1.0,1.0,2.0,Passed,,,,,technical,detailed
27014aa5c1f7ac898e3a591d0f94a2666181c58b922c6bebdb84df0f69760f64,gemma-3-4b-it,zeroshot,0,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
2ac1503c62ad7302498773d2ecc7e0cd5ae79ae7f8cf2e71c4c4827cfd573dd9,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
2c69029d895df62954cbe1c5a49f874e5d627223376786bb8e74150a08a8289c,gemma-3-4b-it,zeroshot,0,0.0,2.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
3508d042936e0ec0b910de0ea26552c53604d10edf6d180d3694bcf8c360b9e7,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
3588f4847925bb487665de7e3163710d6dfc8a14ef5707989fa49cacf256e56d,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
378296504684ab35ed196490939ed5585840845b11ddeb9e0991cad561598524,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,3.0,Passed,,,,,technical,detailed
38926326611a0a8d6655f54db6adb85d9b9060feedb11dec618d1ccb621f48f6,gemma-3-4b-it,zeroshot,0,0.0,2.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
417a12451d7d1f095e37ede5c918cdc560f0fd632d1e9c9a4b25d8d912fe98fb,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,3.0,Passed,,,,,technical,detailed
50a2f973cd59cd45962d0a6c5a5da4eebc2695b2241317eaa4f8e683397b0cd9,gemma-3-4b-it,zeroshot,0,0.0,3.0,3.0,1.0,5.0,Passed,,,,,technical,detailed
59b8e320e55463c3d4ec29767a293e8c51057fe7d8feebceaa73f644f7daf4c9,gemma-3-4b-it,zeroshot,0,0.0,1.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
60136dbd580fa0fcff3e7f02fc31265ffa4449f59e42d1d546704518e57985f4,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
6415fd1417bd587e545abe63c7c164ba81873d5797ae67a951f96307b33380f4,gemma-3-4b-it,zeroshot,0,0.0,2.0,1.0,1.0,4.0,Passed,,,,,technical,detailed
6cf3626c60d1937ec1b963aeef86afa56781e9e8ffa8c81dd3221139b610f266,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,3.0,Passed,,,,,technical,detailed
78f502a526e7e8f6d0652eb542c695ca21de9052ced0f05d5fe66d897d8eab9b,gemma-3-4b-it,zeroshot,0,0.0,1.0,1.0,1.0,2.0,Failed,,,,,technical,detailed
7cc98f53464f1e2001401f9be353fef113c953f27c3c18017d7d7fac99dd00c3,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
7d36244214c90db1d080288172d2978a389290dc11160cc7da3203705d399fa6,gemma-3-4b-it,zeroshot,0,0.0,2.0,1.0,1.0,1.0,Failed,,,,,technical,detailed
812fe7a82e35f2646c7e8b10fbde20c5c3fa9611ff3e5538b2c50d91699644c1,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
860008c6803f8a3c6e98ae6d5080376fd2437e5fdd345b32a0b0b6d7342f92a4,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
8f1007f09923e4bf722a8ce7cb3486810217c18180585ffc400d1f10fb66a77a,gemma-3-4b-it,zeroshot,0,0.0,1.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
93b431dc781a4a7ef6ddf9b51d36a46a4b6ae9942065400ba55206f216af350d,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
93fcfb4264f18be0fc5518deea33d3e3c9761b60b72364e4af4ec7fbed7d73a4,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
9ab05ea7fef8b1fe568e9012c5012d4144089b4ced4ed5e342881338c6416bf2,gemma-3-4b-it,zeroshot,0,0.0,1.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
9b4222546ca9ccbc446b3e872eca4c477a4337ceef2e36aed6c6ed78f46eeaf5,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
9ce6d675f3783bce8898c16f6e2c52d9a574de2e444f8052cecb4889278a9f91,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,3.0,4.0,Passed,,,,,technical,detailed
9d462d2c8651492b2429575fe6fd022c6c36a177a831807e9f8e1cc3b1f464e7,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
a77ab920835ea2eaa0b3857f579a3ac4cab37ef77742407c4791a3c4e97a56bc,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,1.0,3.0,Passed,,,,,technical,detailed
a84efd5d2686470f6d9fa99e734ce6da94cf88eedb352ec74cb36e42dec9435f,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
abbf440e4b11ab98ffa6ba7f5e3b7c702d50d131ef29084ebfba8a518657f45b,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
ae0fdf6a06352724b6cca205c60a695c124dcf1444a4ebb9e41726cc2dee7547,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
b65ccda65fc4857103ef9c9e9cc2e67cb5691fa153e55089a809290fdbde0a73,gemma-3-4b-it,zeroshot,0,0.0,3.0,3.0,2.0,5.0,Passed,,,,,technical,detailed
bfb63e609f42b859d15983737b57558186c577f13b5b8aa84b2fc9a18cd552be,gemma-3-4b-it,zeroshot,0,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
cdbc7936f2b78685cf140c39084dd8469b3f0cddc71cf1761760dbc9dc673ada,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,3.0,Passed,,,,,technical,detailed
cea7ce62843f6b0e4d106e175b71dc3ffd35ddc64e71e7a0db02884a2ba238d2,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,1.0,Failed,,,,,technical,detailed
d1745908bd4e0e693644ee4269845a5705378c85d01b85929648a73265e6a0f5,gemma-3-4b-it,zeroshot,0,0.0,3.0,3.0,2.0,5.0,Passed,,,,,technical,detailed
d23f5141e9f56121df349685aa516792d31b12251bfe808cc08df4a9d44ca919,gemma-3-4b-it,zeroshot,0,0.0,3.0,5.0,1.0,5.0,Passed,,,,,technical,detailed
d3e87fedab745c481d3dd725cfe387cf6556e112ce3365d7dfa3a535f181ecbc,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
d44aaaba4019dd3d91cb73fc3472e0955953c10227926aa9d439782390a0f06a,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,4.0,Passed,,,,,technical,detailed
d7031eaeda1366765175d862672d347b0c590c260baa7e764ee8454dc6ec1e91,gemma-3-4b-it,zeroshot,0,0.0,1.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
dc7df6c6faaacf4ef5ab5e4a068aa4424ca05c9bbfb620efc6b3c041386d9c72,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,3.0,Passed,,,,,technical,detailed
ddb3ef3f3de3149d71dbf59a913d00a4f8923d5d8f3f139dbea38dfeeadc91ef,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
de8ab69689b477a7c6e75bac74c96bee49843e7b0ac162d1d09bf7cc87446c2d,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,4.0,Passed,,,,,technical,detailed
dff5c8d7cfaceadf48b912fff232b5b4227e6046e828343e4a37dac508309583,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,3.0,Passed,,,,,technical,detailed
ec3b9084db5d1ea3eb91a06d79341dcac266ce3e30d49e0c77b0f50baaf4dcd2,gemma-3-4b-it,zeroshot,0,0.0,2.0,2.0,1.0,3.0,Passed,,,,,technical,detailed
f7e9a42363e9f186a0a9106a6bb41526d0c8b30a81e3baaa471238258ffdd64c,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,3.0,Passed,,,,,technical,detailed
fb577d4fd584f32a5cfba3fde2da7c87ee69e157dc47a93d510bb7f87863c91d,gemma-3-4b-it,zeroshot,0,0.0,2.0,1.0,1.0,3.0,Passed,,,,,technical,detailed
fbcab8ce79daf2c1aefc1cc8dd847aae2f70caad120d2c7059ffd17153a53adb,gemma-3-4b-it,zeroshot,0,0.0,3.0,3.0,2.0,4.0,Passed,,,,,technical,detailed
fe648ec4916631486a80e42821c273293e270248b73fed6840e99058983a96a3,gemma-3-4b-it,zeroshot,0,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
06594e414b68e99653cef674cb64e0cd1acfe66f7a46e40a27f6e8fa451f58e9,gemma-3-4b-it,zeroshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
113b594bd468ce14ec650e25e7975f15b62bee3436db2066fdcf7d074cac005d,gemma-3-4b-it,zeroshot,1,0.0,3.0,3.0,2.0,5.0,Passed,,,,,technical,detailed
21ce6bf1820be7c557003415df5506c682903c3c03bf2f597b7518e1e1726cfb,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,1.0,Failed,,,,,technical,detailed
27014aa5c1f7ac898e3a591d0f94a2666181c58b922c6bebdb84df0f69760f64,gemma-3-4b-it,zeroshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
2ac1503c62ad7302498773d2ecc7e0cd5ae79ae7f8cf2e71c4c4827cfd573dd9,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,1.0,1.0,Failed,,,,,technical,detailed
2c69029d895df62954cbe1c5a49f874e5d627223376786bb8e74150a08a8289c,gemma-3-4b-it,zeroshot,1,0.0,2.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
3508d042936e0ec0b910de0ea26552c53604d10edf6d180d3694bcf8c360b9e7,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
3588f4847925bb487665de7e3163710d6dfc8a14ef5707989fa49cacf256e56d,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
378296504684ab35ed196490939ed5585840845b11ddeb9e0991cad561598524,gemma-3-4b-it,zeroshot,1,0.0,3.0,3.0,3.0,2.0,Failed,,,,,technical,detailed
38926326611a0a8d6655f54db6adb85d9b9060feedb11dec618d1ccb621f48f6,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
417a12451d7d1f095e37ede5c918cdc560f0fd632d1e9c9a4b25d8d912fe98fb,gemma-3-4b-it,zeroshot,1,0.0,3.0,3.0,2.0,4.0,Passed,,,,,technical,detailed
50a2f973cd59cd45962d0a6c5a5da4eebc2695b2241317eaa4f8e683397b0cd9,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
59b8e320e55463c3d4ec29767a293e8c51057fe7d8feebceaa73f644f7daf4c9,gemma-3-4b-it,zeroshot,1,0.0,1.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
60136dbd580fa0fcff3e7f02fc31265ffa4449f59e42d1d546704518e57985f4,gemma-3-4b-it,zeroshot,1,0.0,3.0,3.0,2.0,5.0,Passed,,,,,technical,detailed
6415fd1417bd587e545abe63c7c164ba81873d5797ae67a951f96307b33380f4,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
6cf3626c60d1937ec1b963aeef86afa56781e9e8ffa8c81dd3221139b610f266,gemma-3-4b-it,zeroshot,1,0.0,4.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
78f502a526e7e8f6d0652eb542c695ca21de9052ced0f05d5fe66d897d8eab9b,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
7cc98f53464f1e2001401f9be353fef113c953f27c3c18017d7d7fac99dd00c3,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
7d36244214c90db1d080288172d2978a389290dc11160cc7da3203705d399fa6,gemma-3-4b-it,zeroshot,1,0.0,2.0,1.0,1.0,1.0,Failed,,,,,technical,detailed
812fe7a82e35f2646c7e8b10fbde20c5c3fa9611ff3e5538b2c50d91699644c1,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,1.0,Failed,,,,,technical,detailed
860008c6803f8a3c6e98ae6d5080376fd2437e5fdd345b32a0b0b6d7342f92a4,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
8f1007f09923e4bf722a8ce7cb3486810217c18180585ffc400d1f10fb66a77a,gemma-3-4b-it,zeroshot,1,0.0,1.0,1.0,1.0,5.0,Passed,,,,,technical,detailed
93b431dc781a4a7ef6ddf9b51d36a46a4b6ae9942065400ba55206f216af350d,gemma-3-4b-it,zeroshot,1,0.0,3.0,3.0,3.0,5.0,Passed,,,,,technical,detailed
93fcfb4264f18be0fc5518deea33d3e3c9761b60b72364e4af4ec7fbed7d73a4,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,1.0,3.0,Passed,,,,,technical,detailed
9ab05ea7fef8b1fe568e9012c5012d4144089b4ced4ed5e342881338c6416bf2,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,4.0,Passed,,,,,technical,detailed
9b4222546ca9ccbc446b3e872eca4c477a4337ceef2e36aed6c6ed78f46eeaf5,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
9ce6d675f3783bce8898c16f6e2c52d9a574de2e444f8052cecb4889278a9f91,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,2.0,3.0,Passed,,,,,technical,detailed
9d462d2c8651492b2429575fe6fd022c6c36a177a831807e9f8e1cc3b1f464e7,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,1.0,1.0,Failed,,,,,technical,detailed
a77ab920835ea2eaa0b3857f579a3ac4cab37ef77742407c4791a3c4e97a56bc,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
a84efd5d2686470f6d9fa99e734ce6da94cf88eedb352ec74cb36e42dec9435f,gemma-3-4b-it,zeroshot,1,0.0,2.0,1.0,1.0,1.0,Failed,,,,,technical,detailed
abbf440e4b11ab98ffa6ba7f5e3b7c702d50d131ef29084ebfba8a518657f45b,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
ae0fdf6a06352724b6cca205c60a695c124dcf1444a4ebb9e41726cc2dee7547,gemma-3-4b-it,zeroshot,1,0.0,2.0,1.0,1.0,1.0,Failed,,,,,technical,detailed
b65ccda65fc4857103ef9c9e9cc2e67cb5691fa153e55089a809290fdbde0a73,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,2.0,5.0,Passed,,,,,technical,detailed
bfb63e609f42b859d15983737b57558186c577f13b5b8aa84b2fc9a18cd552be,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
cdbc7936f2b78685cf140c39084dd8469b3f0cddc71cf1761760dbc9dc673ada,gemma-3-4b-it,zeroshot,1,0.0,2.0,2.0,1.0,1.0,Failed,,,,,technical,detailed
cea7ce62843f6b0e4d106e175b71dc3ffd35ddc64e71e7a0db02884a2ba238d2,gemma-3-4b-it,zeroshot,1,0.0,3.0,2.0,1.0,5.0,Passed,,,,,technical,detailed
